"title","link","category","starttime","endtime","location","chairs","session_text"
"Queer Caucus for Art Business Meeting","http://conference.collegeart.org/programs/queer-caucus-for-art-business-meeting/","Meetings",2015-02-12 17:30:00,2015-02-12 19:00:00,"Hilton New York, 2nd Floor, Morgan Suite",NA,""
"Leonardo Education and Art Forum Navigating the Digital Divide","http://conference.collegeart.org/programs/leonardo-education-and-art-forum-navigating-the-digital-divide/","Sessions",2015-02-12 17:30:00,2015-02-12 19:00:00,"Hilton New York, 2nd Floor, Gramercy A","David Familian, University of California, Irvine","Naming Names in New/Media/Art; Adriel Luis, Smithsonian Asian Pacific American Center; Sleuthing the Mind; Ellen K. Levy, Institute for Doctoral Studies in the Visual Arts; The 34.2 Million Dollar Question: Staging Alternative Futures; Edward Shanken, University of Washington; Constructing New Discourse: Wearable Technology and Materiality of Media; Susan Elizabeth Ryan, Louisiana State University; Digital Art and the Institution; Christiane Paul, The New School"
"Coalition of Women in the Arts Organization Women Artists and Installation Art","http://conference.collegeart.org/programs/coalition-of-women-in-the-arts-organization-women-artists-and-installation-art/","Sessions",2015-02-12 17:30:00,2015-02-12 19:00:00,"Hilton New York, 2nd Floor, Nassau Suite","Kyra Belan, Broward College","Mad Cow Project; Billie Grace Lynn, University of Miami; Fearful Symmetry: Sensing Space Inside Out and Outside In; Carol Prusa, Florida Atlantic University; The Art of Dorothy Gillespie; Steve Arbury, Radford University; Earth, Myths, and Rituals; Kyra Belan, Broward College; Hacking Systems, Flexing Failure; Joelle Dietrick, Florida State University"
"Visual Resources Association From Creation to Classification to Consideration: How Technology is Changing the Role of Artist Archives","http://conference.collegeart.org/programs/visual-resources-association-from-creation-to-classification-to-consideration-how-technology-is-changing-the-role-of-artist-archives/","Sessions",2015-02-12 17:30:00,2015-02-12 19:00:00,"Hilton New York, 2nd Floor, Sutton Parlor North","Melissa Brown, Pratt Institute","Artists in the Archives; Ivy Marvel, Brooklyn Public Library; The Working Archive; Nicole Root, Lynda Benglis Studio; Establishing a Legacy: Managing an Artist’s Archive within a Trust and Estate Plan; Janine St. Germain, independent archivist; Street Art Graphics and a People’s Archive; Catherine L. Tedford, Richard F. Brush Art Gallery, St. Lawrence University"
"New Media Caucus Business Meeting","http://conference.collegeart.org/programs/new-media-caucus-business-meeting/","Meetings",2015-02-12 17:30:00,2015-02-12 19:00:00,"Hilton New York, 2nd Floor, Sutton Parlor Center",NA,""
"American Academy in Rome/Society of Fellows","http://conference.collegeart.org/programs/american-academy-in-romesociety-of-fellows/","Receptions",2015-02-12 18:00:00,2015-02-12 20:00:00,"American Academy in Rome Offices, 7 East 60th Street",NA,"RSVP to: s.miller@aarome.org"
"Opening ReceptionSchool of Visual Arts","http://conference.collegeart.org/programs/opening-receptionschool-of-visual-arts/","Events",2015-02-12 18:00:00,2015-02-12 20:00:00,"SVA Chelsea Gallery, 15th Floor, 601 West 26th Street",NA,"On view: BFA Fine Arts Exhibition, Color Wheel: New Installation Formats, employs chromatic principles to mark space, as an antithesis to the White Cube.; Directions: Take the F, M, C, or E train to 23rd Street. Either walk to Eleventh Avenue or take M23 bus heading west."
"Cranbrook Academy of Art Alumni Reception","http://conference.collegeart.org/programs/cranbrook-academy-of-art-alumni-reception/","Receptions",2015-02-12 18:00:00,2015-02-12 20:00:00,NA,NA,"For location information please visit: http:/www.cranbrookart.edu/Pages/Alumn; vents.html; RSVP, or for more information, contact: awong@cranbrook.edu"
"Columbia College Chicago","http://conference.collegeart.org/programs/columbia-college-chicago/","Receptions",2015-02-12 18:00:00,2015-02-12 20:00:00,"The Drawing Center, 35 Wooster Street",NA,"Open to all Columbia College Chicago alumni, prospective students, and current faculty"
"Penn State University, Alumni and Friends","http://conference.collegeart.org/programs/penn-state-university-school-of-visual-arts-and-department-of-art-history/","Receptions",2015-02-12 18:00:00,2015-02-12 20:00:00,"Tibor de Nagy Gallery, 724 Fifth Avenue",NA,"For information, please contact: Joyce Hoffman, jeh7@psu.edu"
"Northwestern University, Department of Art History and the Department of Art Theory and Practice","http://conference.collegeart.org/programs/northwestern-university-department-of-art-history-and-the-department-of-art-theory-and-practice/","Receptions",2015-02-12 18:30:00,2015-02-12 20:30:00,"The Flatiron Lounge, 37 West 19th Street",NA,"RSVP: art-history@northwestern.edu"
"Historians of Eighteenth-Century Art and Architecture Business Meeting","http://conference.collegeart.org/programs/historians-of-eighteenth-century-art-and-architecture-business-meeting/","Meetings",2015-02-13 07:00:00,2015-02-13 09:00:00,"Hilton New York, 2nd Floor, Madison Suite",NA,""
"Design Studies Forum Business Meeting","http://conference.collegeart.org/programs/design-studies-forum-business-meeting/","Meetings",2015-02-13 07:30:00,2015-02-13 09:00:00,"Hilton New York, 2nd Floor, Bryant Suite",NA,""
"Community College Professors of Art and Art History Business Meeting","http://conference.collegeart.org/programs/community-college-professors-of-art-and-art-history-business-meeting/","Meetings",2015-02-13 07:30:00,2015-02-13 09:00:00,"Hilton New York, 2nd Floor, Morgan Suite",NA,""
"The University of Iowa, The School of Art and Art History","http://conference.collegeart.org/programs/the-university-of-iowa-the-school-of-art-and-art-history/","Receptions",2015-02-13 07:30:00,2015-02-13 09:00:00,"Hilton New York, 4th Floor, East Suite",NA,""
"University of Pittsburgh, History of Art and Architecture Department","http://conference.collegeart.org/programs/university-of-pittsburgh-history-of-art-and-architecture-department/","Receptions",2015-02-13 07:30:00,2015-02-13 09:00:00,"Hilton New York, 4th Floor, Harlem Suite",NA,""
"Smithsonian American Art Museum, Annual Reunion of the S. I. Fellows and Interns","http://conference.collegeart.org/programs/smithsonian-american-art-museum-annual-reunion-of-the-s-i-fellows-and-interns/","Receptions",2015-02-13 07:30:00,2015-02-13 09:00:00,"Hilton New York, 3rd Floor, Grand Ballroom West Foyer",NA,""
"Mentoring Session","http://conference.collegeart.org/programs/mentoring-session-3/","Mentoring",2015-02-13 08:00:00,2015-02-13 12:00:00,"Hilton New York, Concourse Level, Concourse C and D",NA,"Free Career Advice; • Improve your effectiveness in interviews; • Explore potential career directions; • Learn from seasoned professionals what employers are looking for; Mentoring sessions are free of charge and available only to current CAA individual members. All sessions are by appointment onlyand will be scheduled for Thursday, February 12, and; Friday, February 13, 8:00 AM–NOON and 1:00–5:00 PM. Registration will begin in early October. Advance enrollment only; no onsite enrollment.; You will be notified of your appointment date and time by email. You may enroll in one twenty-minute one-on-one session. Choose either Artists’ Portfolio Review or Career Development Mentoring. CAA will make every effort to accommodate all applicants; however, space is limited.; Artists’ Portfolio Review; Present your work for review by a professional curator, critic, or educator in an individual consultation. Discuss issues and ask questions about portfolio formats, visual sequencing, the artist’s statement, and professional advancement through the artist portfolio with an expert in the field. For CDs and DVDs, please bring your own laptop and/or printouts.; Career Development Mentoring; Artists, art historians, museum professionals, media specialists, designers, and art educators at all career stages are eligible for a one-on-one consultation with a professional in a specific field.; Get candid advice on how to conduct a thorough job search, present work, and prepare for interviews, as well as other career advancement topics. Bring your résumé or CV for critique."
"The Syllabus: Mapping Out Your Semester","http://conference.collegeart.org/programs/the-syllabus-mapping-out-your-semester/","Workshops",2015-02-13 09:00:00,2015-02-13 11:00:00,NA,NA,"Presenter: Steven Bleicher, Coastal Carolina University; The syllabus is a contract with the student. It should clearly state what is expected of the student and the professor’s requirements for the course. In addition, various accrediting bodies and associations have their own requirements that may need to be addressed. Learn what should go into a syllabus and how to break down the course content into individual class sessions. The components of an effective lesson plan, and how to use it as a successful teaching document, will also be discussed. Issues to be addressed include how much can actually be accomplished in a single class period, what homework and/or preparations are needed for the next class session, classroom management issues, and strategies for success. A well-constructed syllabus can be a valuable teaching tool and an aid to the faculty member regarding student grade disputes. This course is invaluable for graduate TAs, recent MFA graduates who have just landed their first teaching positions, and anyone who would like a refresher on the finer points of setting up the term’s classes."
"Media Lounge Session: Identity, Configurations of Outsiders in Economic Order","http://conference.collegeart.org/programs/media-lounge-session-identity-configurations-of-outsiders-in-economic-order/","ARTspace",2015-02-13 09:00:00,2015-02-13 12:00:00,"New York Hilton, 2nd Floor, Gibson Room",NA,"Presenters:  Liss L; leur, Lise Skou/Bonnie Fortune, and Ash Eliza Smit; ormat:  slides, screening, performance, group activities, discussion; How do specific identities establish one’s relationship to existing economic orders?  How can subversive identity configurations undermine established economies and create alternative economies?  Presenters in this session explore how new media representations of identity relate to established and alternative economic orders.; This session is part of collaboration with the New Media Caucus (NMC).; Facilitation: Elizabeth Demaray, Darren Douglas Floyd, and Christina Freeman (NMC co-chairs); Mat Rappaport (liaison); Joshua Selman, Joyce Rudinsky and Sid Branka (committee members)."
"Advice for Beginning/Inexperienced Instructors","http://conference.collegeart.org/programs/advice-for-beginninginexperienced-instructors/","Workshops",2015-02-13 09:00:00,2015-02-13 11:00:00,NA,NA,"Presenter: Mika Cho, California State University, Los Angeles; As with any new position, beginning and/or inexperienced instructors in higher education will find the challenges that face them to be exhilarating and perhaps initially overwhelming. Negotiating matters such as pedagogical performance, the collegial support system, student evaluations, professional development, and the retention and tenure process can all prove daunting. My experience as a faculty member in higher education has provided me with considerable knowledge and insight into these issues, especially in the training and mentoring of part-time art instructors and new faculty members. In the workshop, issues to be presented and discussed include the following: constructing an effective syllabus; interaction with students, colleagues, and administrators; the importance of university policy on ownership of instructional and professional materials; plagiarism, student disabilities, grievances, and sexual harassment; and grading and student evaluation."
"Mock Interviews","http://conference.collegeart.org/programs/mock-interviews-3/","Student & Emerging Professionals",2015-02-13 09:00:00,2015-02-13 11:00:00,NA,NA,""
"Motion Pictures: Contemporary Visual Practices of Movement and Stillness","http://conference.collegeart.org/programs/motion-pictures-contemporary-visual-practices-of-movement-and-stillness/","Sessions",2015-02-13 09:30:00,2015-02-13 12:00:00,"Hilton New York, 2nd Floor, Nassau Suite","Marta Zarzycka, Utrecht University; Bettina Papenburg, Heinrich Heine Universität Düsseldorf","The Pensive Image; Hanneke Grootenboer, University of Oxford; Enchantment as Movement: The Ethics of Poetic Eco-docs; Shilyh Warren, University of Texas at Dallas; Impossible Closure: Realism and Durational Aesthetics in Susan Meiselas’s Nicaragua; Terri Weissman, University of Illinois at Urbana–Champaign; Becoming Sculpture: Film in the Third Dimension; Susan Felleman, University of South Carolina"
"The Not-So-Silent Partner: Artistic Practice and Collaboration, Part I","http://conference.collegeart.org/programs/the-not-so-silent-partner-artistic-practice-and-collaboration-part-i/","ARTspace",2015-02-13 09:30:00,2015-02-13 12:00:00,"2nd Floor, Murray Hill Suite","MacKenzie Stevens, University of Southern CaliforniaCo-Chair: Monica Jovanovich-Kelley, Millsaps College","Between Artists, Publishers, and Printmakers: Collaborations on “L’Art arabe,” a Nineteenth-Century French Book about Egyptian Islamic Architectur; aulina Banas, Binghamton University, State University of New York; “Tearing One Another Apart”: Denis Wirth-Miller and Francis Bacon; Katharina Guenther; Sewn and Stuffed: Collaborative Crafting in Claes Oldenburg and Patty Mucha’s Soft Sculptures; Jennifer S. Brown, Los Angeles County Museum of Art; Contemporary New Orleans Tintype Photography: A Performance of the Collective Historical and the Private Present; Isa Murdock-Hinrichs, Tulane University; Discussant: Richard E. Meyer, Stanford University"
"Research and Academic Program, Clark Art InstituteClark Key Issues: Influence","http://conference.collegeart.org/programs/research-and-academic-program-clark-art-instituteclark-key-issues-influence/","Sessions",2015-02-13 09:30:00,2015-02-13 12:00:00,"Hilton New York, 3rd Floor, East Ballroom","Rachel Haidu, University of Rochester","Amy Knight Powell, University of California at Irvine; Leora Maltz-Leca, Rhode Island School of Design; Christopher Wood, New York University"
"Making and Being Made: Visual Representation and/of Citizenship, Part I","http://conference.collegeart.org/programs/making-and-being-made-visual-representation-andof-citizenship-part-i/","Sessions",2015-02-13 09:30:00,2015-02-13 12:00:00,"Hilton New York, 2nd Floor, Sutton Parlor Center","Corey Dzenko, Monmouth University; Theresa Avila, independent scholar","Exuberant Citizenship in South Africa and Performing Being: Works by Gerald Machona, Khanyisile Mbongwa, and Donna Kukama; Rael J. Salley, University of Cape Town; Alien Affects: Representational Strategies in Undoc; ueer Activism; Belkis Gonzalez, New York University; Rethinking Ethnoracist Fictions, Nationalist Myths: An Art-Historical Take on Gendered Variations from Turkey; Eser Selen, Kadir Has University; Chinese in America: Flo Oy Wong, Family Stories, and Immigrant Narratives; Melanie A. Herzog, Edgewood College; Silent Citizen: Performing Canadian Citizen-Making in the Art of Bambitchell; Alexis Mitchell, Bambitchell; Sharlene Bamboat, Bambitchell"
"In the Field: Artists’ Use and Misuse of Social Science since 1960","http://conference.collegeart.org/programs/in-the-field-artists-use-and-misuse-of-social-science-since-1960/","Sessions",2015-02-13 09:30:00,2015-02-13 12:00:00,"Hilton New York, 2nd Floor, Sutton Parlor South","Ruth Erickson, Institute of Contemporary Art; Catherine Elizabeth Spencer, University of St. Andrews","Psychotherapy, Authenticity, and Conceptual Art: Vito Acconci’s 1972 Performances at Sonnabend; Kate Green, University of Texas at Austin; “Giving the Gift to the Viewer”: Chick Strand’s Cross-Cultural Ethnographic Explorations, 1967; Ekin Pinar, University of Pennsylvania; Fred Forest’s Populist Aesthetics; Lily Woodruff, Michigan State University; Please Circle One: Artistic Uses of Viewer Surveys in the 1960s and 1970s; Lindsay A. Caplan, The Graduate Center, City University of New York; Maria Eichhorn’s Methods: Bureaucracies and Social Experiments; Liz Kim, The Courtauld Institute of Art"
"The Art of Travel: People and Things in Motion in the Early Modern Mediterranean","http://conference.collegeart.org/programs/the-art-of-travel-people-and-things-in-motion-in-the-early-modern-mediterranean/","Sessions",2015-02-13 09:30:00,2015-02-13 12:00:00,"Hilton New York, 2nd Floor, Regent Parlor","Elisabeth Fraser, University of South Florida","Spolia and Souvenirs: Refashioning Ottoman Tents in Early Modern Poland; Ashley M. Dimmig, University of Michigan; Redeeming the Redeemer: Religious Images and Captivity between Spain and North Africa; Daniel Hershenzon,­­­ University of Connecticut; The Sun King at Sea: Maritime Art and Slavery in the Seventeenth-Century Mediterranean; Gillian Weiss, Case Western Reserve University; Meredith S. Martin, Wellesley College; Collecting Carthage: Thomas Reade as Cultural Intermediary for the Tunisian Elite; Ridha Moumni, Aix–Marseille University; The Photographic Mediterranean: Circulation and Mobility in Nineteenth-Century Photography; Michele A. Hannoosh, University of Michigan"
"Remaking the American Gallery","http://conference.collegeart.org/programs/remaking-the-american-gallery/","Sessions",2015-02-13 09:30:00,2015-02-13 12:00:00,"Hilton New York, 2nd Floor, Sutton Parlor North","Sharon Corwin, Colby College Museum of Art","The Art of the Americas Wing at the MFA, Boston: Work in Progress; Elliot Bostwick Davis, Museum of Fine Arts, Boston; Notes from the Field: Navigating the Global Turn; Ethan W. Lasser, Harvard Art Museums; Alternative Histories: Activations in the Early American Period Rooms of the Brooklyn Museum; Valerie Jeanne Hegarty, Drew University; Activation and Activism: Rethinking American Art at the Chrysler Museum; Crawford A. Mann, III, Chrysler Museum of Art; A Space Apart? American Film and Video in the Museum; Sarah Keller, University of Massachusetts Boston"
"How Should We Train the Next Generation of Art Critics?","http://conference.collegeart.org/programs/how-should-we-train-the-next-generation-of-art-critics/","Sessions",2015-02-13 09:30:00,2015-02-13 12:00:00,"Hilton New York, 3rd Floor, Trianon Ballroom","John Corso, Oakland University","The Roots of Criticism: The Engaged Observer from the Standpoint of History and Philosophy; Matthew Nicholas Biro, University of Michigan; Contaminations; Cynthia Cruz, ­­ Sarah Lawrence College and School of Visual Arts; Why Art Criticism Should Be Taught to Undergraduates; Johanna Ruth Epstein, Hollins University; Training Ethical Critics; Martha Schwendener, New York University; Discussant: John J. Corso, Oakland University"
"The Double-Sided Object in the Reniassance","http://conference.collegeart.org/programs/the-double-sided-object-in-the-reniassance/","Sessions",2015-02-13 09:30:00,2015-02-13 12:00:00,"Hilton New York, 3rd Floor, Rendezvous Trianon","Shira Brisman, University of Wisconsin","Dealing Honestly with Two-Faced Paintings: Thinking the Paragone Beyond Deception; Christopher J. Nygren, University of Pennsylvania; The Other Side of the Mirror; Diane Bodart, Columbia University; Verso vs. Versa; H. Loh, University College London; Equivalence: Acts of Weighing in the Renaissance; Allison Stielau, ­­­­­Yale University; Double-Take: The Renaissance Print in Eighteenth-Century Germany; Gabriella K. Szalay, Columbia University"
"Design Studies Forum Rethinking Labor","http://conference.collegeart.org/programs/design-studies-forum-rethinking-labor/","Sessions",2015-02-13 09:30:00,2015-02-13 12:00:00,"Hilton New York, 2nd Floor, Beekman Parlor","David Brody, Parsons The New School for Design","Edward Hopper, Hotel Management, and the Work of Art; Leo G. Mazow, University of Arkansas; Women, Work, and Revolution: A Do-It-Yourself Practice; Sara Desvernine Reed, Virginia Commonwealth University; Superstudio and the “Refusal to Work”; Ross K. Elfline, Carleton College; From Collectives to Corporations: Sheila Hicks’s Fiber Commissions, 1964–1977; Sarah Doane Parrish, Boston University; The Ghost Potter: Tracing the Paradoxical Roles of the Hand and Labor in the Production of Contemporary Tableware; Ezra Shales, New York State College of Ceramics, Alfred University"
"Artistic Exchange between the Spanish and British Empires, 1550–1900","http://conference.collegeart.org/programs/artistic-exchange-between-the-spanish-and-british-empires-1550-1900/","Sessions",2015-02-13 09:30:00,2015-02-13 12:00:00,"Hilton New York, 2nd Floor, Madison Suite","Michael Brown, San Diego Museum of Art; Niria E. Leyva-Gutierrez, Long Island University, Post","Medical Astrology in the Codex Mexicanus, from Britain to Spain to New Spain; Lori B. Diel, Texas Christian University; British Export Goods and Material Culture in Eighteenth-Century Spanish America; James Middleton, independent scholar; Learning from Las Palmas: Spanish Architectural Influence in the British Empire; George Alexander Bremner, University of Edinburgh"
"Historic Preservation and Changing Architectural Function","http://conference.collegeart.org/programs/historic-preservation-and-changing-architectural-function/","Sessions",2015-02-13 09:30:00,2015-02-13 12:00:00,"Hilton New York, 2nd Floor, Gramercy A","Maile Hutterer, University of Oregon","Rebuilding the Arch of Titus in Rome: From Ancient Monument to Neoclassical Model; Anne Hrychuk Kontokosta, Institute for the Study of the Ancient World, New York University; The State, the People, and the First Gothic Building: Saint-Denis from Private to Public; Sarah E. Thompson, Rochester Institute of Technology; Changing Uses for Pre-Modern Synagogues in Europe; Carol H. Krinsky, New York University; Extra-Temporal Place Attachment: The Role of Medieval English Anchorholds in Parish Life Then and Now; Michelle M. Sauer, University of North Dakota; “An Endless Tale of Uprooting and Resurrection”: Refashioning the Past in India’s Sound and Light Shows; Catherine M. Becker, University of Illinois at Chicago"
"Art Historical Scholarship and Publishing in the Digital World","http://conference.collegeart.org/programs/art-historical-scholarship-and-publishing-in-the-digital-world/","Sessions",2015-02-13 09:30:00,2015-02-13 12:00:00,"Hilton New York, 3rd Floor, West Ballroom","Emily Pugh, The Getty Research Institute; Petra T. D. Chu, Seton Hall University","The Codex Defamiliarized: Thinking of Publications as Designed Experiences; Kimon Keramidas, Bard Graduate Center; “Picasso: The Making of Cubism, 1912–1914″: The Museum of Modern Art’s First Digital-Only Publication; Anne W. Umland, Museum of Modern Art; New Questions in Digital Humanities: Virtual Tools and the Historical Exhibition; Elizabeth Buhe, Institute of Fine Arts, New York University; The Catalogue Raisonné in the Digital Era; David Grosz, Artifex Press; The Art of Digital Art History: The Case of “Installation Archive”; Kate Mondloch, University of Oregon"
"Pursuing Perception: Contemporary Approaches to Color Theory","http://conference.collegeart.org/programs/pursuing-perception-contemporary-approaches-to-color-theory/","Sessions",2015-02-13 09:30:00,2015-02-13 12:00:00,"Hilton New York, 2nd Floor, Bryant Suite","Katherine Sullivan, Hope College","Color Matters: Emerging Designers Explore the Visceral, Perceptual, and Conceptual Potentiality of Their Color Choices; Helen Maria Nugent, School of the Art Institute of Chicago; Color-Space Praxis: A Romance of Painting and Architecture; Henning Haupt, Florida Atlantic University; “Ex-planing” Color; Thomas Loveday, University of Sydney; Mapping Color; Robert J. Meganck, Virginia Commonwealth University; Matt Wallin, Virginia Commonwealth University"
"Contemporary Asian Craft Worlds","http://conference.collegeart.org/programs/contemporary-asian-craft-worlds/","Sessions",2015-02-13 09:30:00,2015-02-13 12:00:00,"Hilton New York, 2nd Floor, Morgan Suite","Jennifer Way, University of North Texas; Rebecca M. Brown, Johns Hopkins University","Millie Chen’s Recrafting of Chinoiserie Design and Colonialist Discourse in Global Market Economies; Michelle H. Veitch, Mount Royal University; Authenticating the Craft: Geographical Indication as the New History of the Telangana Scroll; Chandan Bose, University of Canterbury; Dismantling Dichotomies: Sangeeta Sandrasegar’s Goddess of Flowers; Sarita K. Heer, Loyola University of Chicago; Beyond yet Toward Representation: Diasporic Artists and Craft as Conceptualism in Contemporary Vietnam and Cambodia; Pamela Nguyen Corey, Cornell University; Discussant: Glenn D. Adamson, Museum of Arts and Design"
"“Good Business is the Best Art”: Corporate, Commercial, and Business Models as Medium","http://conference.collegeart.org/programs/good-business-is-the-best-art-corporate-commercial-and-business-models-as-medium/","Sessions",2015-02-13 09:30:00,2015-02-13 12:00:00,"Hilton New York, 3rd Floor, Petit Trianon","Virginia Solomon, University of Southern California; Sarah Hollenberg, University of Utah","The Entrepreneurial Avant-Garde: George Maciunas’s Organization of Fluxus; Colby Chamberlain, Columbia University; Third Sector Artworks: More than Social Entrepreneurship; Margo Handwerker, University of California, Los Angeles; From Fluxus to e-flux: Nightmare of the Eternal Network; Steve Lyons, Concordia University; Sonia Delaunay®; Rachel Silveri, Columbia University; The Artist as Real Estate Developer: Theaster Gates and the New Chicago School of Economics; Adrian Anagnost, University of Chicago"
"The Not-So-Silent Partner: Artistic Practice and Collaboration, Part I","http://conference.collegeart.org/programs/the-not-so-silent-partner-artistic-practice-and-collaboration-part-i-2/","ARTspace Session",2015-02-13 09:30:00,2015-02-13 12:00:00,"Hilton New York, 2nd Floor, Murray Hill Suite","MacKenzie Stevens, Hammer Museum; Monica Jovanovich-Kelley, Millsaps College","Between Artists, Publishers, and Printmakers: Collaborations on L’Art arabe, a Nineteenth-Century French Book about Egyptian Islamic Architecture; Paulina Banas, Binghamton University, State University of New York; “Tearing One Another Apart”: Denis Wirth-Miller and Francis Bacon; Katharina Guenther; Sewn and Stuffed: Collaborative Crafting in Claes Oldenburg and Patty Mucha’s Soft Sculptures; Jennifer S. Brown, Los Angeles County Museum of Art; Contemporary New Orleans Tintype Photography: A Performance of the Collective Historical and the Private Present; Isa Murdock-Hinrichs, Tulane University; Discussant: Richard E. Meyer, Stanford University"
"At the Expositions: An Art History of National Displays of Culture, Technology, Design, Part I","http://conference.collegeart.org/programs/at-the-expositions-an-art-history-of-national-displays-of-culture-technology-design-part-i/","Sessions",2015-02-13 09:30:00,2015-02-13 12:00:00,"Hilton New York, 3rd Floor, Mercury Ballroom","Victoria Rovine, University of North Carolina at Chapel Hill","Early Twentieth-Century Spectacles of Progress and Harmony at the Intersection of Philippine-American Relations; Eowyn Mays, University of Maryland; Trains, Timber, and Totem Poles: Constructing a New Language of National Identity at the 1893 Chicago World’s Columbian Exposition; Rebecca D. Houze, Northern Illinois University; Displays of Islamic Culture at the Expositions Universelles and the Weltausstellung: European Politics and Exoticism in the Age of Imperialism; Daniel Fulco, independent scholar; The New South, Jim Crow, and Architectural Manipulation in the Negro Building at the Tennessee Centennial Exposition; Rachel E. Stephens, University of Alabama; Creating West Africa in Paris: Bureaucrats, Artisans, and the 1937 Exposition Internationale; Victoria L. Rovine, University of North Carolina at Chapel Hill"
"The Gaze, the Stare, and the Look Away: New Images of Resistance in the Aesthetics of Disability","http://conference.collegeart.org/programs/the-gaze-the-stare-and-the-look-away-new-images-of-resistance-in-the-aesthetics-of-disability/","Sessions",2015-02-13 09:30:00,2015-02-13 12:00:00,"Hilton New York, 2nd Floor, Gramercy B","JoAnn Purcell, Seneca College","Alison Lapper Pregnant: Resistance Embodied in the Spectacle; J; nn Purcell, Seneca College; The Heroics of Disability: The Terry Fox Monument Phenomenon; Efrat El-Hanany, Capilano University; Intimacy and Illness: Visually Representing Disability in Tee Corinne’s ; Scars, Stoma, Ostomy Bag, Portocath: Picturing Cancer in our Lives; Stefanie Snider, Wheaton College; Discussant: Amanda Cachia, University of California, San Diego"
"Brown Bag Lunch: Copyright and Intellectual Property Rights","http://conference.collegeart.org/programs/brown-bag-lunch-copyright-and-intellectual-property-rights/","Student & Emerging Professionals",2015-02-13 11:15:00,2015-02-13 12:15:00,NA,NA,""
"Chelsea Gallery District Walking Tour","http://conference.collegeart.org/programs/chelsea-gallery-district-walking-tour-3/","Events",2015-02-13 12:00:00,2015-02-13 14:30:00,NA,NA,"Join expert art gallery guide Merrily Kerr on a trip to the Chelsea gallery district, where you will visit the most important and talked-about gallery shows of the moment. Kerr, a New York art critic and writer, has devised an itinerary that includes around six of the season’s most important shows by emerging and established artists working in a variety of disciplines.; Directions: Meet the tour guide in the assembly area in the Hilton Hotel main lobby, main entrance, at 12:00 PM to travel together by public transportation. Round-trip travel will cost $5; please purchase your Metrocard in advance at the subway station."
"Special Viewing Hours","http://conference.collegeart.org/programs/special-viewing-hours/","Events",2015-02-13 12:30:00,2015-02-13 14:00:00,"Baruch College, Sidney Mishkin Gallery, 135 East 22nd Street",NA,"On view: World of Shojo Manga: Mirrors of Girls’ Desires!; Directions: Take the crosstown bus to Lexington Avenue, then the 6 train to 23rd Street. Walk one block east from Park to Lexington and one block south to 22nd."
"Society of Historians of East European, Eurasian, and Russian Art and Architecture Infiltrating the Pedagogical Canon","http://conference.collegeart.org/programs/society-of-historians-of-east-european-eurasian-and-russian-art-and-architecture-infiltrating-the-pedagogical-canon/","Sessions",2015-02-13 12:30:00,2015-02-13 14:00:00,"Hilton New York, 2nd Floor, Regent Parlor","Marie Gasper-Hulvat, Kent State University at Stark","Pomogi! Using Propaganda to Infiltrate the Canon; Roann Barris, Radford University; The Necessity of Subterfuge in Cultural Studies; Joe Troncale, University of Richmond; Teaching Broader Perspectives on Futurism and the Avant-Gardes; Jennifer S. Griffiths, American Academy in Rome"
"The Clark, Research and Academic Program and Williams College Graduate Program in the History of Art","http://conference.collegeart.org/programs/the-clark-research-and-academic-program-and-williams-college-graduate-program-in-the-history-of-art/","Receptions",2015-02-13 12:30:00,2015-02-13 14:00:00,"Hilton New York, 3rd Floor, Grand Ballroom East Foyer",NA,""
"CAA Committee on Women in the Arts Balancing Act, Part II: Art, Family, and Other Distractions","http://conference.collegeart.org/programs/caa-committee-on-women-in-the-arts-balancing-act-part-ii-art-family-and-other-distractions/","Sessions",2015-02-13 12:30:00,2015-02-13 14:00:00,"Hilton New York, 2nd Floor, Murray Hill Suite","Niku Kashef, California State University, Northridge, and Woodbury University; Micol Hebron, Chapman University","Rachel Epp Buller, Bethel College and Studio 219m; Myrel Chernick, independent artist; Tierney Gearon, independent artist; Seth Kaufman, independent artist, Art Center College of Design; Ellina Kevorkian, independent artist; Jennifer Reeder, University of Illinois at Chicago"
"Radical Art Caucus Activist Architecture: Contemplating the Criticality of Built Structure","http://conference.collegeart.org/programs/radical-art-caucus-activist-architecture-contemplating-the-criticality-of-built-structure/","Sessions",2015-02-13 12:30:00,2015-02-13 14:00:00,"Hilton New York, 2nd Floor, Gramercy A","Stephanie Rhyner","Scott and Helen Nearing’s Homesteading: Construction as Political Activism; Kevin D. Murphy, Vanderbilt University; Gulf Labor Coalition and the Tactics of the Cultural Boycott; Gregory G. Sholette, Queens College, City University of New York; The Other Road: Neighborhoods of the Future?; Todd Ayoung, Pratt Institute"
"CAA Committee on Intellectual Property Presenting a Code of Best Practices for Fair Use in the Creation, Curation, and Scholarly Publication of Art","http://conference.collegeart.org/programs/caa-committee-on-intellectual-property-presenting-a-code-of-best-practices-for-fair-use-in-the-creation-curation-and-scholarly-publication-of-art/","Sessions",2015-02-13 12:30:00,2015-02-13 14:00:00,"Hilton New York, 3rd Floor, Trianon Ballroom","Judy Metro, National Gallery of Art",""
